序號,國別,片名,上映日,總金額,總票數,首週票房,tmdb_id,imdb_id,tmdb_title,tmdb_original_title,tmdb_release_date,original_language,genres,popularity,vote_average,vote_count,runtime,production_countries,match_status,match_note
372,美國,闇黑電話 2,2025-10-17,2256896,9002,623450,1197137,tt29644189,闇黑電話2,Black Phone 2,2025-10-15,en,恐怖|惊悚,13.7542,6.692,1060,114,US,matched,
373,韓國,國寶風暴,2025-10-17,757945,3106,107863,1084390,tt4462226,國寶風暴,소주전쟁,2025-05-30,ko,剧情,1.447,6.5,8,104,KR,matched,
374,日本,九龍大眾浪漫,2025-10-17,294683,1149,63501,1369943,tt33999385,九龍大眾浪漫,九龍ジェネリックロマンス,2025-08-29,ja,爱情|科幻|剧情,0.74,8.5,6,118,JP,matched,
375,香港,阿龍,2025-10-17,147281,585,18278,741596,tt9314852,阿龍,阿龍,2025-08-30,cn,剧情|动作,1.7773,5.4,5,96,HK|CN,matched,
376,西班牙,他們將化作塵埃,2025-10-17,80512,378,15660,1224666,tt27142003,他們將化作塵埃,Polvo serán,2024-11-15,es,剧情|音乐|喜剧,0.578,6.7,12,106,IT|ES|CH,matched,
380,阿富汗,希瑪之歌,2025-10-13,29210,150,0,1078946,tt11647720,希瑪之歌,آهنگ سیما,2024-10-31,fa,剧情,0.1818,8.0,3,97,AF|FR|NL|ES|TW,matched,
381,泰國,有用的鬼,2025-10-12,524798,2044,0,1364904,tt22530226,有用的鬼,ผีใช้ได้ค่ะ,2025-08-27,th,喜剧|剧情|奇幻,2.6581,6.452,31,130,TH|FR|SG|DE,matched,
382,香港,十年,2025-10-10,91453,355,2770,1604849,,戰後八十年,战后八十年,2025-12-26,zh,纪录,0.2467,0.0,0,172,CN,matched_without_imdb_id,
383,中華民國,泥娃娃,2025-10-09,100637550,366286,25538552,1526650,tt38365045,泥娃娃,泥娃娃,2025-10-09,zh,恐怖|惊悚,10.0359,7.1,40,111,TW,matched,
384,香港,風林火山,2025-10-09,11731868,44792,2587569,478798,tt4968738,風林火山,風林火山,2025-10-01,cn,动作|犯罪|惊悚,3.8793,5.3,29,125,HK|CN,matched,
385,韓國,徵人啟弒,2025-10-09,6778994,26091,1483204,639988,tt1527793,徵人啟弒,어쩔수가없다,2025-09-24,ko,喜剧|犯罪|惊悚,12.084,7.513,1014,138,KR|FR,matched,
386,日本,銀魂劇場版 2D 真選組動亂篇,2025-10-09,1709650,5651,370730,526574,tt12114288,銀魂劇場版2D 真選組動亂篇,銀魂オンシアター2D 真選組動乱篇,2025-02-07,ja,冒险|动作|动画|喜剧|科幻|奇幻,0.8996,4.0,1,101,JP,matched,
387,美國,狼來了,2025-10-09,465913,1919,57446,1386827,tt34581826,狼來了,Coyotes,2025-10-02,en,恐怖|喜剧,3.435,5.525,60,91,US|GB|CO,matched,
388,美國,鬼吹簫,2025-10-09,401905,1589,48011,845643,tt14197038,鬼吹簫,The Piper,2023-10-12,en,恐怖,0.7681,5.2,83,95,US,matched,
389,英國,世界就是這樣結束的,2025-10-09,376543,1523,155205,881366,tt15551346,世界就是這樣結束的,The End,2024-12-06,en,剧情|音乐,2.396,5.28,75,149,GB|DK|DE|IE|IT|SE,matched,
390,美國,創：戰神,2025-10-08,39964101,126015,9436483,533533,tt6604188,創：戰神,TRON: Ares,2025-10-08,en,科幻|冒险|动作,15.7511,6.471,1367,119,US,matched,
391,韓國,碰碰狐和貝貝彬歡唱電影：奇幻世界大冒險(國語版),2025-10-04,9581074,36057,3137189,1484919,tt37510071,碰碰狐和貝貝彬歡唱電影：奇幻世界大冒險,베베핀 극장판: 사라진 베베핀과 핑크퐁 대모험,2025-07-24,ko,动画|家庭|奇幻|冒险,0.3338,0.0,0,65,KR,matched,
392,日本,一百公尺。,2025-10-03,15158758,53548,2944984,1295026,tt32600395,一百公尺。,ひゃくえむ。,2025-09-19,ja,动画|剧情,4.853,7.822,104,106,JP|US,matched,
393,中華民國,突破:三千米的泳氣,2025-10-03,10005736,42185,1149904,1511810,,突破：三千米的泳氣,突破：三千米的泳氣,2025-10-03,zh,剧情,0.9121,0.0,0,0,TW,matched_without_imdb_id,
394,印尼,夢想巨無霸,2025-10-03,2609701,10530,625854,1049082,tt27433995,夢想巨無霸,Jumbo,2025-03-31,id,动画|喜剧|剧情|家庭|奇幻,1.6367,7.647,34,102,ID,matched,
395,美國,蓋比的娃娃屋大電影,2025-10-03,2471644,9199,808710,1280282,tt32214143,蓋比的娃娃屋大電影,Gabby's Dollhouse: The Movie,2025-09-13,en,家庭|喜剧|冒险|动画,6.7249,6.7,71,98,US,matched,
396,美國,暗影部隊,2025-10-03,1264642,5216,73216,757725,tt11092020,暗影部隊,Shadow Force,2025-05-01,en,动作|惊悚,5.8473,6.334,292,104,US,matched,
397,中華民國,河鰻,2025-10-03,1060283,3700,145620,1269315,tt35504309,河鰻,河鰻,2025-10-03,zh,剧情,0.3174,3.0,2,102,TW,matched,
398,泰國,皇家保姆亞瑟,2025-10-03,165385,646,22025,1280405,tt31520900,皇家保姆亞瑟,องครักษ์พิทักษ์เจี๊ยบ,2024-09-05,th,动画|家庭|奇幻|冒险,1.4246,7.0,3,85,CN|TH,matched,
399,德國,光,2025-10-03,137277,584,23811,1285479,tt34458346,發光的河流,光る川,2025-03-22,ja,剧情|奇幻,1.2175,6.909,11,108,JP,matched,
400,香港,搗破法蘭克,2025-10-03,41844,182,220,1145047,tt35724819,搗破法蘭克,搗破法蘭克,2025-04-17,cn,犯罪|喜剧|动作|剧情,0.7626,5.5,2,88,HK,matched,
401,中華民國,我們意外的勇氣,2025-10-02,6025914,22474,0,1357770,,我們意外的勇氣,我們意外的勇氣,2025-10-23,zh,剧情|爱情,0.6993,0.0,0,111,TW,matched_without_imdb_id,
402,美國,奇幻導航,2025-10-02,1883276,7542,1302562,1241921,tt13650700,奇幻導航,A Big Bold Beautiful Journey,2025-09-17,en,爱情|奇幻|剧情,4.1115,6.201,386,109,US|IE,matched,
404,中華民國,一一,2025-10-01,4948343,18481,415438,25538,tt0244316,一一,一一,2000-09-20,zh,剧情,4.9699,7.95,665,174,TW|JP,matched,
405,韓國,BTS 2019 'SPEAK YOURSELF' LONDON Remastered,2025-10-01,2103715,4117,0,1538062,tt38048621,2019 방탄소년단 월드 투어 '러브 유어셀프 : 스피크 유어셀프' 런던 리마스터링,2019 방탄소년단 월드 투어 '러브 유어셀프 : 스피크 유어셀프' 런던 리마스터링,2025-09-23,ko,音乐|纪录,0.1771,5.0,1,108,KR,matched,
406,韓國,BTS 2021 SOWOOZOO Remastered,2025-10-01,1416450,2791,0,1538058,tt38234465,2021 방탄소년단 머스터 소우주 리마스터링,2021 방탄소년단 머스터 소우주 리마스터링,2025-10-01,ko,音乐|纪录,0.2991,5.0,1,94,KR,matched,
407,日本,陰陽眼見子,2025-09-30,292959,1166,60948,1425714,tt33829458,陰陽眼見子,見える子ちゃん,2025-06-06,ja,恐怖|喜剧,1.1027,5.7,7,97,JP,matched,
408,香港,他年她日,2025-09-29,10888597,40373,3710807,1368535,tt33830021,他年她日,他年她日,2025-09-26,cn,奇幻|爱情|科幻,1.4446,6.0,2,115,HK|TW,matched,
409,德國,卡夫卡最後的愛,2025-09-27,193546,921,53702,1231180,tt27775137,卡夫卡最後的愛,Die Herrlichkeit des Lebens,2024-03-14,de,剧情|爱情|历史,0.487,7.4,26,98,AT|DE,matched,
410,日本,電影版 神奇柑仔店 錢天堂,2025-09-26,3421361,13182,750873,1300790,tt33256912,電影版 神奇柑仔店 錢天堂,ふしぎ駄菓子屋 銭天堂,2024-12-13,ja,奇幻|悬疑,1.1146,6.7,10,103,JP,matched,
411,美國,沒好婚姻,2025-09-26,3081875,11891,817662,1267905,tt31973693,沒好婚姻,The Roses,2025-08-27,en,喜剧|剧情|爱情,4.0839,6.676,664,105,GB|US,matched,
412,中國大陸,熱烈,2025-09-26,2514837,9391,497989,1006485,tt20865078,熱烈,热烈,2023-07-28,zh,剧情|喜剧,1.2249,5.9,23,124,CN,matched,
413,美國,永遠在一起,2025-09-26,2399723,9177,568621,1242011,tt31184028,永遠在一起,Together,2025-07-28,en,恐怖|爱情,9.1319,6.93,1107,102,AU|US,matched,
414,印尼,血怨,2025-09-26,1206370,4505,222998,1280544,tt31434122,血怨,Perewangan,2024-10-24,id,恐怖|悬疑|惊悚,0.6126,5.8,5,109,ID,matched,
415,美國,疾速營救,2025-09-26,1201846,4955,140385,1280450,tt4682810,疾速營救,Stolen Girl,2025-09-04,en,惊悚|动作|冒险,6.794,6.15,170,110,GB|US,matched,
416,中華民國,陌路兄弟,2025-09-26,240301,1100,52772,1238627,tt35231528,陌路兄弟,陌路兄弟,2025-09-26,zh,剧情,0.3225,7.0,1,91,CH|TW,matched,
417,泰國,淒厲人師,2025-09-26,181629,737,9950,1444382,tt36590795,淒厲人師,พี่วรรณมาสอน,2025-05-15,th,恐怖,1.4052,2.0,1,105,TH,matched,
418,美國,Kygo: Back at the Bowl,2025-09-26,141510,204,0,1453828,tt36958014,Kygo: Back at the Bowl,Kygo: Back at the Bowl,2025-09-26,en,音乐|纪录,0.2105,0.0,0,101,KR|US,matched,
419,法國,約見波布,2025-09-26,108045,506,19165,1257400,tt32086004,約見波布,Rendez-vous avec Pol Pot,2024-06-05,fr,历史|剧情,0.7279,5.886,35,113,KH|FR|QA|TW|TR,matched,
420,美國,一戰再戰,2025-09-25,29247619,96352,7576927,1054867,tt30144839,一戰再戰,One Battle After Another,2025-09-23,en,惊悚|犯罪|喜剧,22.5477,7.369,3635,162,US,matched,
422,韓國,BTS 2017 THE WINGS FINAL Remastered,2025-09-24,1677165,3305,0,1538059,tt38048620,2017 방탄소년단 라이브 트릴로지 에피소드 3 윙스 투어 더 파이널 리마스터링,2017 방탄소년단 라이브 트릴로지 에피소드 3 윙스 투어 더 파이널 리마스터링,2025-09-23,ko,音乐|纪录,0.23,5.0,1,107,KR,matched,
423,韓國,CHA EUN-WOO：MEMORIES IN CINEMAS,2025-09-24,399375,967,43250,1544013,,차은우 : 메모리즈 인 시네마,차은우 : 메모리즈 인 시네마,2025-09-24,ko,纪录|音乐,0.1694,0.0,0,45,KR,matched_without_imdb_id,
425,韓國,醜得要命,2025-09-20,588441,2642,337369,1316719,tt33514451,醜得要命,얼굴,2025-09-11,ko,悬疑|惊悚,1.9859,7.1,25,102,KR,matched,
427,日本,劇場版『鏈鋸人 蕾潔篇』,2025-09-19,260272875,855131,60542266,1218925,tt30472557,劇場版『鏈鋸人 蕾潔篇』,劇場版 チェンソーマン レゼ篇,2025-09-19,ja,动画|动作|爱情|奇幻,29.1529,8.339,847,100,JP,matched,
428,日本,8號出口,2025-09-19,11532712,40349,3447934,1408208,tt35222590,8號出口,８番出口,2025-08-28,ja,恐怖|悬疑,19.7031,6.668,366,95,JP,matched,
429,中華民國,詭鄉,2025-09-19,3200278,12086,916344,1510750,tt38355705,詭鄉,詭鄉,2025-09-19,zh,惊悚|悬疑,0.2846,0.0,0,94,TW,matched,
430,中華民國,失明,2025-09-19,2795934,10969,609168,1127656,tt35332631,失明,失明,2025-09-19,zh,爱情|家庭|剧情,1.6588,0.0,0,145,TW,matched,
431,香港,無名指,2025-09-19,1196817,5185,124628,1071646,tt35724928,無名指,無名指,2025-08-22,cn,剧情|家庭,1.2566,6.0,2,91,HK|CN,matched,
432,印尼,鬼祭,2025-09-19,930378,3542,151335,1355126,tt33349807,鬼祭,Pabrik Gula,2025-03-31,id,恐怖|惊悚,3.0863,7.8,25,135,ID,matched,
433,韓國,病毒,2025-09-19,783935,3211,58593,24922,tt0116163,伊波拉病毒,伊波拉病毒,1996-06-15,cn,喜剧|犯罪|恐怖,3.4982,6.41,155,100,HK,matched,
434,日本,捏造：史上最惡殺人教師,2025-09-19,696599,2803,139745,1423983,tt34459901,捏造：史上最惡殺人教師,でっちあげ 〜殺人教師と呼ばれた男,2025-06-27,ja,剧情|惊悚,1.2647,7.7,7,129,JP,matched,
435,西班牙,鋼琴之子,2025-09-19,197410,926,44690,1306284,tt32676674,鋼琴之子,Wolfgang (Extraordinari),2025-03-14,ca,家庭|剧情|音乐,0.6718,6.6,51,110,ES,matched,
436,馬來西亞,搖籃凡世,2025-09-19,105506,453,28600,1234786,tt33096017,搖籃凡世,搖籃凡世,2025-06-19,ms,剧情,0.7231,6.0,1,117,MY|HK,matched,
437,挪威,阿蒙怎麼了？,2025-09-19,100968,446,21680,1144681,tt26745321,阿蒙怎麼了？,Armand,2024-09-27,no,剧情,0.8526,6.2,107,116,DE|NL|NO|SE,matched,
438,中華民國,我家的事,2025-09-12,11148377,43097,2601138,1047884,tt35834522,我家的事,我家的事,2025-09-12,zh,剧情|家庭,0.954,5.2,4,99,TW,matched,
439,美國,大競走,2025-09-12,5041817,20369,1108422,604079,tt10374610,大競走,The Long Walk,2025-09-10,en,科幻|惊悚|恐怖,13.1605,6.915,1462,108,US,matched,
441,美國,鬼巫,2025-09-12,1160569,4651,119686,1107325,tt2256055,鬼巫,Witchboard,2025-08-14,en,恐怖,1.5692,5.9,58,113,US,matched,
442,美國,月光下的藍色男孩,2025-09-12,277417,1127,20976,376867,tt4975722,月光下的藍色男孩,Moonlight,2016-10-21,en,剧情,7.2953,7.357,7517,111,US,matched,
443,法國,妮基的重生,2025-09-12,142519,661,19900,1001684,tt26656556,妮基的重生,Niki,2024-10-09,fr,剧情|历史,0.7645,6.176,54,98,FR|BE,matched,
444,英國,愛裡行間,2025-09-12,119245,553,12335,1293244,tt13020386,愛裡行間,Four Letters of Love,2025-07-18,en,爱情|剧情,0.9469,6.2,13,110,IE|GB,matched,
445,日本,電影版小林家的龍女僕：害怕寂寞的龍,2025-09-09,7395088,26675,1939403,1359607,tt36592985,小林家的龍女僕 害怕寂寞的龍,小林さんちのメイドラゴン さみしがりやの竜,2025-06-27,ja,动画|喜剧|奇幻,5.317,8.3,36,105,JP,matched,
447,中華民國,96分鐘,2025-09-05,206778725,746075,40196249,1271895,tt34381460,96分鐘,96分鐘,2025-09-05,zh,动作|犯罪|惊悚,5.4932,6.1,81,117,TW,matched,
448,日本,劇場版 咒術迴戰 懷玉・玉折,2025-09-05,30953449,106617,8239607,1338799,tt36956670,劇場版 咒術迴戰 懷玉‧玉折,劇場版総集編 呪術廻戦 懐玉・玉折,2025-05-30,ja,动画|动作|奇幻,4.1305,8.402,82,110,JP,matched,
450,韓國,黑白線人,2025-09-05,1179546,4955,285427,1137179,tt35851026,黑白線人,야당,2025-04-16,ko,犯罪|动作|喜剧|剧情|惊悚,5.0326,6.976,42,123,KR,matched,
451,美國,怪奇寶貝,2025-09-05,716813,2873,87526,1319969,tt26238710,怪奇寶貝,Sketch,2025-08-06,en,冒险|奇幻|喜剧|家庭,2.0732,7.113,107,93,US,matched,
452,法國,陽台上的壞女孩,2025-09-05,422666,1511,33315,1112466,tt27721737,陽台上的壞女孩,Les femmes au balcon,2024-11-15,fr,喜剧|恐怖|奇幻,1.4938,6.314,129,104,FR,matched,
453,日本,親愛的家人,2025-09-05,249194,1074,8280,1279294,tt31735255,親愛的家人,ディア・ファミリー,2024-06-14,ja,剧情|家庭,0.909,7.9,8,0,JP,matched,
454,德國,世紀編舞大師,2025-09-05,247806,1185,69462,1182881,tt33294838,Cranko,Cranko,2024-10-03,de,剧情|历史,0.3186,8.2,9,128,DE,matched,
455,義大利,十分鐘新鮮事,2025-09-05,200749,933,50572,1083103,tt21265570,十分鐘新鮮事,Dieci minuti,2024-01-25,it,剧情,0.6027,6.2,75,102,IT,matched,
456,日本,致我所愛之人,2025-09-05,190074,831,30190,1267867,tt34388944,致我所愛之人,とりつくしま,2024-09-06,ja,剧情,0.4522,8.0,2,90,JP,matched,
457,香港,久別重逢,2025-09-05,152259,635,9890,1259435,tt31647711,久別重逢,久別重逢,2024-12-14,cn,剧情|爱情|音乐|奇幻,0.9185,6.6,5,110,HK,matched,
458,美國,厲陰宅：最終聖事,2025-09-03,61551498,209913,17816713,1038392,tt22898462,厲陰宅：最終聖事,The Conjuring: Last Rites,2025-09-03,en,恐怖,39.0067,6.89,1792,136,US,matched,
459,美國,厲陰宅,2025-09-03,94621,280,0,138843,tt1457767,厲陰宅,The Conjuring,2013-07-18,en,恐怖|惊悚,19.1033,7.537,12670,112,US,matched,
460,日本,龍之心-靈界探訪記-,2025-08-30,4901056,21613,430089,1481858,tt36551651,龍之心 -靈界探訪記-,ドラゴン・ハート―霊界探訪記―,2025-09-12,ja,动画|奇幻|家庭,0.9155,0.0,0,119,JP,matched,
461,中華民國,進行曲,2025-08-29,12558437,50304,2319327,1222574,tt37093338,進行曲,進行曲,2025-08-29,zh,音乐|剧情,0.5024,7.0,1,117,TW,matched,
462,韓國,凌晨兩點的惡魔,2025-08-29,2725085,10513,510865,873797,tt35382678,凌晨兩點的惡魔,악마가 이사왔다,2025-08-13,ko,爱情|喜剧|悬疑,2.2712,7.2,32,115,KR,matched,
463,泰國,鬼驅魔,2025-08-29,1395721,5416,129470,1410193,tt37741473,鬼驅魔,ท่าแร่,2025-08-07,th,恐怖|动作,0.8335,6.7,3,118,TH,matched,
464,美國,毒魔,2025-08-29,881575,3466,16765,338969,tt1633359,毒魔,The Toxic Avenger Unrated,2025-08-28,en,动作|喜剧|科幻,5.135,5.983,367,102,US,matched,
465,韓國,噪音殺機,2025-08-29,787674,3070,52073,1194963,tt29845247,噪音殺機,노이즈,2025-06-25,ko,恐怖|惊悚,5.2701,6.904,73,95,KR,matched,
466,丹麥,失控夜班,2025-08-29,639802,2819,120720,1356670,tt32204858,失控夜班,Heldin,2025-02-27,de,剧情,4.4603,7.7,220,92,CH|DE,matched,
467,日本,伊人製造,2025-08-29,256684,931,48918,1179505,tt33503342,伊人製造,メイクアガール,2025-01-31,ja,动画|科幻|爱情,1.6255,8.3,3,92,JP,matched,
469,法國,熊貓月寶,2025-08-29,223341,863,10810,1178532,tt35705226,熊貓月寶,Moon le Panda,2025-04-09,en,家庭|冒险,1.2714,6.658,38,99,FR,matched,
471,美國,天作之合,2025-08-23,12831923,47022,5429629,1136867,tt30253473,天作之合,Materialists,2025-06-12,en,爱情|剧情,8.1357,6.3,1269,116,US|FI,matched,
472,日本,戰疫前線,2025-08-23,873017,3338,396358,1406357,tt35302488,戰疫前線,フロントライン,2025-06-13,ja,剧情,1.1649,7.1,7,129,JP,matched,
473,日本,電影蠟筆小新：超華麗！灼熱的春日部舞者們,2025-08-22,50665720,191625,12110491,1404404,tt35009463,蠟筆小新：超華麗！灼熱的春日部舞者們,クレヨンしんちゃん 超華麗！灼熱のカスカベダンサーズ,2025-08-08,ja,动画|冒险|喜剧,7.8086,7.111,9,105,JP,matched,
474,美國,脫線神探,2025-08-22,8612895,33126,1937911,1035259,tt3402138,脫線神探,The Naked Gun,2025-07-30,en,动作|喜剧|犯罪,13.1956,6.366,1678,85,US,matched,
475,中華民國,我在荒野做了一場夢,2025-08-22,4011658,16513,411714,1510758,tt38284699,我在荒野做了一場夢,我在荒野做了一場夢,2025-08-22,zh,纪录,0.2306,0.0,0,103,TW,matched,
476,韓國,6DAYS,2025-08-22,3036046,4996,220456,1478080,tt37562285,6DAYS,식스데이즈,2025-08-13,ko,纪录|音乐,0.2609,5.5,2,81,KR,matched,
477,日本,近畿．禁忌,2025-08-22,1958309,7220,310804,1400499,tt34969899,近畿．禁忌,近畿地方のある場所について,2025-08-08,ja,恐怖|悬疑,1.9367,6.4,19,103,JP,matched,
478,日本,從那天起，眼淚是美味的,2025-08-22,332963,1305,72017,1433105,tt35683886,從那天起．眼淚是美味的,おいしくて泣くとき,2025-04-04,ja,剧情|爱情,0.9301,5.0,4,109,JP,matched,
479,中華民國,角頭－鬥陣欸,2025-08-21,188649159,689442,47362332,1468057,tt37998920,角頭－鬥陣欸,角頭－鬥陣欸,2025-08-21,zh,犯罪|动作,6.1371,6.25,12,124,TW,matched,
480,美國,辣媽辣妹2,2025-08-18,9749480,36633,3705833,1125257,tt31956415,辣媽辣妹2,Freakier Friday,2025-08-06,en,喜剧|奇幻|家庭|爱情,9.6543,6.838,683,110,US,matched,
481,美國,無名弒 2,2025-08-15,8814126,34053,1977235,1007734,tt28996126,無名弒2,Nobody 2,2025-08-13,en,动作|惊悚|喜剧,18.35,6.9,1508,89,US,matched,
482,印尼,鬼 · 驅靈,2025-08-15,2043141,7493,313000,1134682,tt27906470,鬼．驅靈,Kuasa Gelap,2024-10-03,id,恐怖|惊悚,0.9926,6.1,16,96,ID,matched,
483,日本,一兆$遊戲 劇場版,2025-08-15,1594712,6299,320765,1278762,tt33245766,一兆$遊戲 劇場版,劇場版 トリリオンゲーム,2025-02-14,ja,剧情,1.6506,6.0,5,118,JP,matched,
484,美國,夜晚還年輕,2025-08-15,661713,2896,117615,308084,tt3824458,夜晚還年輕,Tangerine,2015-07-10,en,喜剧|剧情,1.6884,6.873,794,87,US,matched,
485,韓國,驅魔編年史：起源之戰,2025-08-15,273743,1063,13680,1233199,tt32341853,驅魔編年史：起源之戰,퇴마록,2025-02-21,ko,动画|奇幻|恐怖|动作,1.1932,7.172,32,85,KR,matched,
486,英國,追愛衝浪手,2025-08-15,57176,260,8230,1026470,tt15359618,追愛衝浪手,Silent Roar,2025-01-16,en,剧情,0.2716,6.5,4,90,GB,matched,
487,英國,邊境風暴,2025-08-14,232639,1012,137069,1214052,tt22023622,邊境風暴,Σε μια άγνωστη χώρα,2025-02-14,el,惊悚|犯罪,0.6639,7.4,10,106,GR|FR|GB|NL|SA|QA,matched,
488,日本,Chao，我代表人類跟人魚結婚了,2025-08-13,559338,2285,343473,1419053,tt36592916,ChaO，我代表人類跟人魚結婚了,ChaO,2025-08-15,ja,动画|奇幻|爱情,2.2385,8.2,5,90,JP,matched,
489,日本,SEISHUN INOSHISHI <Go Wild> ATARASHII GAKKO! THE MOVIE,2025-08-13,202698,315,22963,1469995,,青春イノシシ ATARASHII GAKKO! THE MOVIE,青春イノシシ ATARASHII GAKKO! THE MOVIE,2025-06-06,ja,音乐|纪录,0.1096,8.5,1,120,KR,matched_without_imdb_id,
490,美國,凶器,2025-08-08,25237407,91230,12179166,1078605,tt26581740,凶器,Weapons,2025-08-04,en,恐怖|悬疑,22.3016,7.251,3334,129,US,matched,
491,日本,劇場版 歌之☆王子殿下♪ TABOO NIGHT XXXX,2025-08-08,3803435,14044,901517,1448628,tt35652414,劇場版 歌之☆王子殿下♪ TABOO NIGHT XXXX,劇場版 うたの☆プリンスさまっ♪ TABOO NIGHT XXXX,2025-05-09,ja,动画|音乐,0.453,4.0,1,0,JP,matched,
492,美國,我的殺手爸爸,2025-08-08,1288933,5221,122430,1196573,tt27986457,我的殺手爸爸,She Rides Shotgun,2025-07-31,en,动作|惊悚|犯罪,6.757,7.032,272,120,US,matched,
494,芬蘭,馴鹿大冒險：超越北極光,2025-08-08,500833,2071,0,717196,tt14813816,馴鹿大冒險：超越北極光,Niko ja myrskyporojen arvoitus,2024-10-07,fi,动画|家庭|奇幻,1.5347,7.186,43,85,DK|FI|DE|IE,matched,
495,日本,老爸歌單未完待續,2025-08-08,395216,1804,51433,1444463,tt36988642,父と僕の終わらない歌,父と僕の終わらない歌,2025-05-23,ja,剧情,0.8452,8.0,1,93,JP,matched,
496,法國,沒有煙硝的山村,2025-08-08,249537,1197,54370,1151244,tt28618488,沒有煙硝的山村,Vermiglio,2024-09-19,it,剧情,1.0994,7.061,310,119,IT|FR|BE,matched,
497,日本,劇場版「鬼滅之刃」無限城篇 第一章 猗窩座再襲,2025-08-06,856525333,2662793,208515251,1311031,tt32820897,劇場版「鬼滅之刃」無限城篇 第一章 猗窩座再襲,劇場版「鬼滅の刃」無限城編 第一章 猗窩座再来,2025-07-18,ja,动画|动作|奇幻,89.7763,7.701,825,155,JP,matched,
498,澳洲,我的朝聖之路,2025-08-03,950683,4098,371537,1260345,tt29721337,我的朝聖之路,"The Way, My Way",2024-04-16,en,剧情,0.2428,6.7,8,98,AU,matched,
499,日本,擊浪青春,2025-08-02,284938,1157,0,1262549,tt33311726,擊浪青春,がんばっていきまっしょい,2024-10-25,ja,动画|剧情,0.816,8.167,6,95,JP,matched,
500,韓國,我和我的殭屍女兒,2025-08-01,11270711,41076,2659344,1306816,tt36553678,我和我的殭屍女兒,좀비딸,2025-07-30,ko,喜剧|剧情,3.459,6.93,43,114,KR,matched,
501,韓國,地嚇鐵,2025-08-01,3401159,12889,822682,1241624,tt33083649,地嚇鐵,괴기열차,2025-07-09,ko,恐怖|悬疑,2.0006,7.054,46,95,KR,matched,
502,日本,岸邊露伴一動也不動 懺悔室,2025-08-01,1604496,5950,0,1424752,tt35308990,岸邊露伴一動也不動 懺悔室,岸辺露伴は動かない 懺悔室,2025-05-23,ja,剧情|奇幻|恐怖,1.0354,8.611,9,110,JP,matched,
503,挪威,醜繼妹,2025-08-01,913249,3562,202880,1284120,tt29344903,醜繼妹,Den stygge stesøsteren,2025-03-07,no,恐怖|喜剧|剧情,12.7606,7.31,1145,105,DK|NO|PL|SE,matched,
